0.000000000000000000e+00,1.500000000000000000e+00
1.464843750000000000e-03,1.496959902634478867e+00
2.929687500000000000e-03,1.508301515690395389e+00
4.394531250000000000e-03,1.512475395334611505e+00
5.859375000000000000e-03,1.526420283194393823e+00
7.324218750000000000e-03,1.515769154606931624e+00
8.789062500000000000e-03,1.526148079156131709e+00
1.025390625000000000e-02,1.516237866156235903e+00
1.171875000000000000e-02,1.524572335041433968e+00
1.318359375000000000e-02,1.514865764912064927e+00
1.464843750000000000e-02,1.513004300648087996e+00
1.611328125000000000e-02,1.518095274273876472e+00
1.757812500000000000e-02,1.516685790910268450e+00
1.904296875000000000e-02,1.488941133618315149e+00
2.050781250000000000e-02,1.478215364918444852e+00
2.197265625000000000e-02,1.491450729977534362e+00
2.343750000000000000e-02,1.513997611347892125e+00
2.490234375000000000e-02,1.529792926948339460e+00
2.636718750000000000e-02,1.525450252029544540e+00
2.783203125000000000e-02,1.531658715393194425e+00
2.929687500000000000e-02,1.541270318528368710e+00
3.076171875000000000e-02,1.552470465795008581e+00
3.222656250000000000e-02,1.556844380804067729e+00
3.369140625000000000e-02,1.573636054316837285e+00
3.515625000000000000e-02,1.566806877872804593e+00
3.662109375000000000e-02,1.575741639359150792e+00
3.808593750000000000e-02,1.606748901279585029e+00
3.955078125000000000e-02,1.619223807742884880e+00
4.101562500000000000e-02,1.614916746602893749e+00
4.248046875000000000e-02,1.604130697555378848e+00
4.394531250000000000e-02,1.624327110798658769e+00
4.541015625000000000e-02,1.635390579246783327e+00
4.687500000000000000e-02,1.654209065175596960e+00
4.833984375000000000e-02,1.659498828021281902e+00
4.980468750000000000e-02,1.687605847064949982e+00
5.126953125000000000e-02,1.666942263642660738e+00
5.273437500000000000e-02,1.636125284336180208e+00
5.419921875000000000e-02,1.620545419834621192e+00
5.566406250000000000e-02,1.626634295690563947e+00
5.712890625000000000e-02,1.641646458102066219e+00
5.859375000000000000e-02,1.644679310467364264e+00
6.005859375000000000e-02,1.655023625524577380e+00
6.152343750000000000e-02,1.661895376099333133e+00
6.298828125000000000e-02,1.666914264670475099e+00
6.445312500000000000e-02,1.676180245882483488e+00
6.591796875000000000e-02,1.688398459940117613e+00
6.738281250000000000e-02,1.705440491068316966e+00
6.884765625000000000e-02,1.721288286402408385e+00
7.031250000000000000e-02,1.754761845448980395e+00
7.177734375000000000e-02,1.774808564359295460e+00
7.324218750000000000e-02,1.784201891404775697e+00
7.470703125000000000e-02,1.816668724219139275e+00
7.617187500000000000e-02,1.823687221625204469e+00
7.763671875000000000e-02,1.850758345955553663e+00
7.910156250000000000e-02,1.833078060915130925e+00
8.056640625000000000e-02,1.852190977061034971e+00
8.203125000000000000e-02,1.843541910584735488e+00
8.349609375000000000e-02,1.833854661662981611e+00
8.496093750000000000e-02,1.831302199239769113e+00
8.642578125000000000e-02,1.845106064679050917e+00
8.789062500000000000e-02,1.837036258808439460e+00
8.935546875000000000e-02,1.824601917178875210e+00
9.082031250000000000e-02,1.830155332390934086e+00
9.228515625000000000e-02,1.815071494008861031e+00
9.375000000000000000e-02,1.792685916916529010e+00
9.521484375000000000e-02,1.836865229115934195e+00
9.667968750000000000e-02,1.839615634293828128e+00
9.814453125000000000e-02,1.855231691968782348e+00
9.960937500000000000e-02,1.855353321675983214e+00
1.010742187500000000e-01,1.872506003423839216e+00
1.025390625000000000e-01,1.881607372014561852e+00
1.040039062500000000e-01,1.860942245395708738e+00
1.054687500000000000e-01,1.858289936833922296e+00
1.069335937500000000e-01,1.860131875713161964e+00
1.083984375000000000e-01,1.862042675988130558e+00
1.098632812500000000e-01,1.876173243753631148e+00
1.113281250000000000e-01,1.892786680370416752e+00
1.127929687500000000e-01,1.898093445492092357e+00
1.142578125000000000e-01,1.902961797958679702e+00
1.157226562500000000e-01,1.928760663835283662e+00
1.171875000000000000e-01,1.921355848214821194e+00
1.186523437500000000e-01,1.885100957241717445e+00
1.201171875000000000e-01,1.882867129111479576e+00
1.215820312500000000e-01,1.904322440120670201e+00
1.230468750000000000e-01,1.907618916992796620e+00
1.245117187500000000e-01,1.906889042369464660e+00
1.259765625000000000e-01,1.928062817707714371e+00
1.274414062500000000e-01,1.922903317773242637e+00
1.289062500000000000e-01,1.919856577141595855e+00
1.303710937500000000e-01,1.929111190951774413e+00
1.318359375000000000e-01,1.968703691564940295e+00
1.333007812500000000e-01,1.984279405274289809e+00
1.347656250000000000e-01,1.965053486936874316e+00
